序号,名字,图标,封面,地址,描述,分类
1000131,合金射击者,,https://wgame80.com/wp-content/uploads/2021/07/111-82.jpeg,https://game.wgame80.com/web_game/roms/gba/合金射击者.gba,合金射击者,gba
1000132,合金弹头,,https://wgame80.com/wp-content/uploads/2021/07/112合金弹头.jpg,https://game.wgame80.com/web_game/roms/gba/合金弹头.gba,合金弹头,gba
1000133,海贼王-少年JUMP,,https://wgame80.com/wp-content/uploads/2021/07/111-81.jpeg,https://game.wgame80.com/web_game/roms/gba/海贼王-少年JUMP.gba,海贼王-少年JUMP,gba
1000134,海贼王-目标赏金王,,https://wgame80.com/wp-content/uploads/2021/07/089目标～赏金王.jpg,https://game.wgame80.com/web_game/roms/gba/海贼王-目标赏金王.gba,海贼王-目标赏金王,gba
1000135,哈利波特与阿兹卡班的囚徒,,https://wgame80.com/wp-content/uploads/2021/07/111-80.jpeg,https://game.wgame80.com/web_game/roms/gba/哈利波特与阿兹卡班的囚徒.gba,哈利波特与阿兹卡班的囚徒,gba
1000136,哈里波特和密室,,https://wgame80.com/wp-content/uploads/2021/07/111-79.jpeg,https://game.wgame80.com/web_game/roms/gba/哈里波特和密室.gba,哈里波特和密室,gba
1000137,鬼眼狂刀,,https://wgame80.com/wp-content/uploads/2021/07/111-78.jpeg,https://game.wgame80.com/web_game/roms/gba/鬼眼狂刀.gba,鬼眼狂刀,gba
1000138,鬼武者战略版,,https://wgame80.com/wp-content/uploads/2021/07/116鬼武者战略版.jpg,https://game.wgame80.com/web_game/roms/gba/鬼武者战略版.gba,鬼武者战略版,gba
1000139,鬼太郎,,https://wgame80.com/wp-content/uploads/2021/07/111-77.jpeg,https://game.wgame80.com/web_game/roms/gba/鬼太郎.gba,鬼太郎,gba
1000140,光明之魂2,,https://wgame80.com/wp-content/uploads/2021/07/069光明之魂2.jpg,https://game.wgame80.com/web_game/roms/gba/光明之魂2.gba,光明之魂2,gba
1000141,光明之魂,,https://wgame80.com/wp-content/uploads/2021/07/6光明之魂.jpg,https://game.wgame80.com/web_game/roms/gba/光明之魂.gba,光明之魂,gba
1000142,光明军团-黑暗龙复活,,https://wgame80.com/wp-content/uploads/2021/07/068光明军团：黑暗龙复活.jpg,https://game.wgame80.com/web_game/roms/gba/光明军团-黑暗龙复活.gba,光明军团-黑暗龙复活,gba
1000143,怪兽召唤士,,https://wgame80.com/wp-content/uploads/2021/07/111-76.jpeg,https://game.wgame80.com/web_game/roms/gba/怪兽召唤士.gba,怪兽召唤士,gba
1000144,古墓丽影-预言,,https://wgame80.com/wp-content/uploads/2021/07/094古墓丽影-寓言.jpg,https://game.wgame80.com/web_game/roms/gba/古墓丽影-预言.gba,古墓丽影-预言,gba
1000145,公主联盟,,https://wgame80.com/wp-content/uploads/2021/07/067公主同盟.jpg,https://game.wgame80.com/web_game/roms/gba/公主联盟.gba,公主联盟,gba
1000146,高级战争2-黑洞的升起,,https://wgame80.com/wp-content/uploads/2021/07/111-74.jpeg,https://game.wgame80.com/web_game/roms/gba/高级战争2-黑洞的升起.gba,高级战争2-黑洞的升起,gba
1000147,高级战争,,https://wgame80.com/wp-content/uploads/2021/07/111-73.jpeg,https://game.wgame80.com/web_game/roms/gba/高级战争.gba,高级战争,gba
1000148,高达SEED友情篇,,https://wgame80.com/wp-content/uploads/2021/07/111-72.jpeg,https://game.wgame80.com/web_game/roms/gba/高达SEED友情篇.gba,高达SEED友情篇,gba
1000149,钢之炼金术士-回忆之奏鸣曲,,https://wgame80.com/wp-content/uploads/2021/07/111-71.jpeg,https://game.wgame80.com/web_game/roms/gba/钢之炼金术士-回忆之奏鸣曲.gba,钢之炼金术士-回忆之奏鸣曲,gba
1000150,钢铁帝国,,https://wgame80.com/wp-content/uploads/2021/07/7钢铁帝国.jpg,https://game.wgame80.com/web_game/roms/gba/钢铁帝国.gba,钢铁帝国,gba
1000151,风之克罗诺亚_梦之帝国[不完整汉化版],,https://wgame80.com/wp-content/uploads/2021/07/111-44.jpg,https://game.wgame80.com/web_game/roms/gba/风之克罗诺亚_梦之帝国[不完整汉化版].gba,风之克罗诺亚_梦之帝国[不完整汉化版],gba
1000152,恶魔城_月下轮舞曲,,https://wgame80.com/wp-content/uploads/2021/07/《恶魔城：月下轮舞曲》.jpg,https://game.wgame80.com/web_game/roms/gba/恶魔城_月下轮舞曲.gba,恶魔城_月下轮舞曲,gba
1000153,恶魔城_晓月之圆舞曲,,https://wgame80.com/wp-content/uploads/2021/07/《恶魔城：晓月圆舞曲》.jpg,https://game.wgame80.com/web_game/roms/gba/恶魔城_晓月之圆舞曲.gba,恶魔城_晓月之圆舞曲,gba
1000154,恶魔城_白夜协奏曲,,https://wgame80.com/wp-content/uploads/2021/07/《恶魔城：白夜协奏曲》.jpg,https://game.wgame80.com/web_game/roms/gba/恶魔城_白夜协奏曲.gba,恶魔城_白夜协奏曲,gba
1000155,多卡邦怪物猎人,,https://wgame80.com/wp-content/uploads/2021/07/111-68.jpeg,https://game.wgame80.com/web_game/roms/gba/多卡邦怪物猎人.gba,多卡邦怪物猎人,gba
1000156,地球冒险3,,https://wgame80.com/wp-content/uploads/2021/07/111-67.jpeg,https://game.wgame80.com/web_game/roms/gba/地球冒险3.gba,地球冒险3,gba
1000157,耽美梦想,,https://wgame80.com/wp-content/uploads/2021/07/111-66.jpeg,https://game.wgame80.com/web_game/roms/gba/耽美梦想.gba,耽美梦想,gba
1000158,大战略,,https://wgame80.com/wp-content/uploads/2021/07/111-65.jpeg,https://game.wgame80.com/web_game/roms/gba/大战略.gba,大战略,gba
1000159,大金刚_摇摆之王,,https://wgame80.com/wp-content/uploads/2021/07/111-64.jpeg,https://game.wgame80.com/web_game/roms/gba/大金刚_摇摆之王.gba,大金刚_摇摆之王,gba
1000160,大盗伍佑卫门,,https://wgame80.com/wp-content/uploads/2021/07/111-43.jpg,https://game.wgame80.com/web_game/roms/gba/大盗伍佑卫门.gba,大盗伍佑卫门,gba
1000161,纯情房东俏房客,,https://wgame80.com/wp-content/uploads/2021/07/111-42.jpg,https://game.wgame80.com/web_game/roms/gba/纯情房东俏房客.gba,纯情房东俏房客,gba
1000162,沉默的遗迹_四狂神战记,,https://wgame80.com/wp-content/uploads/2021/07/111-63.jpeg,https://game.wgame80.com/web_game/roms/gba/沉默的遗迹_四狂神战记.gba,沉默的遗迹_四狂神战记,gba
1000163,超人特工队,,https://wgame80.com/wp-content/uploads/2021/07/111-62.jpeg,https://game.wgame80.com/web_game/roms/gba/超人特工队.gba,超人特工队,gba
1000164,超级马里奥世界,,https://wgame80.com/wp-content/uploads/2021/07/111-41.jpg,https://game.wgame80.com/web_game/roms/gba/超级马里奥世界.gba,超级马里奥世界,gba
1000165,超级马里奥2,,https://wgame80.com/wp-content/uploads/2021/07/043《超级马里奥2》.jpg,https://game.wgame80.com/web_game/roms/gba/超级马里奥2.gba,超级马里奥2,gba
1000166,超级街头霸王II,,https://wgame80.com/wp-content/uploads/2021/07/099超级街头霸II.jpg,https://game.wgame80.com/web_game/roms/gba/超级街头霸王II.gba,超级街头霸王II,gba
1000167,超级机器人大战R,,https://wgame80.com/wp-content/uploads/2021/07/111-40.jpg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战R.gba,超级机器人大战R,gba
1000168,超级机器人大战OG2,,https://wgame80.com/wp-content/uploads/2021/07/111-59.jpeg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战OG2.gba,超级机器人大战OG2,gba
1000169,超级机器人大战OG,,https://wgame80.com/wp-content/uploads/2021/07/111-39.jpg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战OG.gba,超级机器人大战OG,gba
1000170,超级机器人大战J,,https://wgame80.com/wp-content/uploads/2021/07/111-38.jpg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战J.gba,超级机器人大战J,gba
1000171,超级机器人大战D,,https://wgame80.com/wp-content/uploads/2021/07/111-37.jpg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战D.gba,超级机器人大战D,gba
1000172,超级机器人大战A,,https://wgame80.com/wp-content/uploads/2021/07/111-36.jpg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战A.gba,超级机器人大战A,gba
1000173,超级机器人大战_SD高达G世纪,,https://wgame80.com/wp-content/uploads/2021/07/111-35.jpg,https://game.wgame80.com/web_game/roms/gba/超级机器人大战_SD高达G世纪.gba,超级机器人大战_SD高达G世纪,gba
1000174,超级火枪英雄,,https://wgame80.com/wp-content/uploads/2021/07/111-57.jpeg,https://game.wgame80.com/web_game/roms/gba/超级火枪英雄.gba,超级火枪英雄,gba
1000175,超级方块战士II-加速版,,https://wgame80.com/wp-content/uploads/2021/07/111-34.jpg,https://game.wgame80.com/web_game/roms/gba/超级方块战士II-加速版.gba,超级方块战士II-加速版,gba
1000176,超级躲避球,,https://wgame80.com/wp-content/uploads/2021/07/111-33.jpg,https://game.wgame80.com/web_game/roms/gba/超级躲避球.gba,超级躲避球,gba
1000177,波斯王子-时之沙,,https://wgame80.com/wp-content/uploads/2021/07/111-32.jpg,https://game.wgame80.com/web_game/roms/gba/波斯王子-时之沙.gba,波斯王子-时之沙,gba
1000178,爆转陀螺2002-激战!组队决斗!!青龙之章-小龙篇,,https://wgame80.com/wp-content/uploads/2021/07/111-31.jpg,https://game.wgame80.com/web_game/roms/gba/爆转陀螺2002-激战!组队决斗!!青龙之章-小龙篇.gba,爆转陀螺2002-激战!组队决斗!!青龙之章-小龙篇,gba
1000179,艾列米克斯物语,,https://wgame80.com/wp-content/uploads/2021/07/111-30.jpg,https://game.wgame80.com/web_game/roms/gba/艾列米克斯物语.gba,艾列米克斯物语,gba
1000180,阿滋漫画大王,,https://wgame80.com/wp-content/uploads/2021/07/111-56.jpeg,https://game.wgame80.com/web_game/roms/gba/阿滋漫画大王.gba,阿滋漫画大王,gba
1000181,新·我们的太阳,,https://wgame80.com/wp-content/uploads/2021/07/037《新·我们的太阳》.jpg,https://game.wgame80.com/web_game/roms/gba/新·我们的太阳.gba,新·我们的太阳,gba
1000182,火焰纹章-圣魔之光石,,https://wgame80.com/wp-content/uploads/2021/07/111-28.jpg,https://game.wgame80.com/web_game/roms/gba/火焰纹章-圣魔之光石.gba,火焰纹章-圣魔之光石,gba
1000183,续·我们的太阳,,https://wgame80.com/wp-content/uploads/2021/07/036《续·我们的太阳》.jpg,https://game.wgame80.com/web_game/roms/gba/续·我们的太阳.gba,续·我们的太阳,gba
1000184,火焰纹章-烈火之剑,,https://wgame80.com/wp-content/uploads/2021/07/111-26.jpg,https://game.wgame80.com/web_game/roms/gba/火焰纹章-烈火之剑.gba,火焰纹章-烈火之剑,gba
1000185,我们的太阳,,https://wgame80.com/wp-content/uploads/2021/07/035《我们的太阳》.jpg,https://game.wgame80.com/web_game/roms/gba/我们的太阳.gba,我们的太阳,gba
1000186,火焰纹章-封印之剑,,https://wgame80.com/wp-content/uploads/2021/07/111-24.jpg,https://game.wgame80.com/web_game/roms/gba/火焰纹章-封印之剑.gba,火焰纹章-封印之剑,gba
1000187,龙战士2-使命之子中文版,,https://wgame80.com/wp-content/uploads/2021/06/2333.jpeg,https://game.wgame80.com/web_game/roms/gba/龙战士2-使命之子中文版.gba,龙战士2-使命之子中文版,gba
1000188,兔宝宝历险记2,,https://wgame80.com/wp-content/uploads/2021/08/111-26.jpg,https://game.wgame80.com/web_game/roms/fc/兔宝宝历险记2.nes,兔宝宝历险记2,fc
1000189,兔宝宝历险记,,https://wgame80.com/wp-content/uploads/2021/08/111-27.jpg,https://game.wgame80.com/web_game/roms/fc/兔宝宝历险记.nes,兔宝宝历险记,fc
1000190,银河武士ZEN,,https://wgame80.com/wp-content/uploads/2021/08/111-28.jpg,https://game.wgame80.com/web_game/roms/fc/银河武士ZEN.nes,银河武士ZEN,fc
1000191,吞食天地2-诸葛孔明传,,https://wgame80.com/wp-content/uploads/2021/08/111-29.jpg,https://game.wgame80.com/web_game/roms/fc/吞食天地2-诸葛孔明传.nes,吞食天地2-诸葛孔明传,fc
1000192,绿色兵团,,https://wgame80.com/wp-content/uploads/2021/08/111-30.jpg,https://game.wgame80.com/web_game/roms/fc/绿色兵团.nes,绿色兵团,fc
1000193,睡梦英雄,,https://wgame80.com/wp-content/uploads/2021/08/111-31.jpg,https://game.wgame80.com/web_game/roms/fc/睡梦英雄.nes,睡梦英雄,fc
1000194,沙罗曼蛇,,https://wgame80.com/wp-content/uploads/2021/08/111-32.jpg,https://game.wgame80.com/web_game/roms/fc/沙罗曼蛇.nes,沙罗曼蛇,fc
1000195,忍者龙牙,,https://wgame80.com/wp-content/uploads/2021/08/111-33.jpg,https://game.wgame80.com/web_game/roms/fc/忍者龙牙.nes,忍者龙牙,fc
1000196,中东战争,,https://wgame80.com/wp-content/uploads/2021/08/111-34.jpg,https://game.wgame80.com/web_game/roms/fc/中东战争.nes,中东战争,fc
1000197,上尉密令,,https://wgame80.com/wp-content/uploads/2021/08/111-35.jpg,https://game.wgame80.com/web_game/roms/fc/上尉密令.nes,上尉密令,fc
1000198,西游记2-天上界之魔神,,https://wgame80.com/wp-content/uploads/2021/08/111-36.jpg,https://game.wgame80.com/web_game/roms/fc/西游记2-天上界之魔神.nes,西游记2-天上界之魔神,fc
1000199,洛克人,,https://wgame80.com/wp-content/uploads/2021/08/111-37.jpg,https://game.wgame80.com/web_game/roms/fc/洛克人.nes,洛克人,fc
1000200,三眼神童,,https://wgame80.com/wp-content/uploads/2021/08/111.jpg,https://game.wgame80.com/web_game/roms/fc/三眼神童.nes,三眼神童,fc
1000201,西游记,,https://wgame80.com/wp-content/uploads/2021/07/111-148.jpg,https://game.wgame80.com/web_game/roms/fc/西游记.nes,西游记,fc
1000202,星之卡比-星之泉物语,,https://wgame80.com/wp-content/uploads/2021/07/111-147.jpg,https://game.wgame80.com/web_game/roms/fc/星之卡比-星之泉物语.nes,星之卡比-星之泉物语,fc
1000203,七宝奇谋,,https://wgame80.com/wp-content/uploads/2021/07/111-146.jpg,https://game.wgame80.com/web_game/roms/fc/七宝奇谋.nes,七宝奇谋,fc
1000204,魔神英雄传外传-瓦塔诺,,https://wgame80.com/wp-content/uploads/2021/07/111-145.jpg,https://game.wgame80.com/web_game/roms/fc/魔神英雄传外传-瓦塔诺.nes,魔神英雄传外传-瓦塔诺,fc
1000205,魔界村,,https://wgame80.com/wp-content/uploads/2021/07/111-144.jpg,https://game.wgame80.com/web_game/roms/fc/魔界村.nes,魔界村,fc
1000206,魔道士阴谋-超魔兽大战,,https://wgame80.com/wp-content/uploads/2021/07/111-143.jpg,https://game.wgame80.com/web_game/roms/fc/魔道士阴谋-超魔兽大战.nes,魔道士阴谋-超魔兽大战,fc
1000207,摩托机车,,https://wgame80.com/wp-content/uploads/2021/07/111-142.jpg,https://game.wgame80.com/web_game/roms/fc/摩托机车.nes,摩托机车,fc
1000208,名侦探福尔摩斯-伦敦之杀人事件,,https://wgame80.com/wp-content/uploads/2021/07/111-141.jpg,https://game.wgame80.com/web_game/roms/fc/名侦探福尔摩斯-伦敦之杀人事件.nes,名侦探福尔摩斯-伦敦之杀人事件,fc
1000209,迷宫组曲,,https://wgame80.com/wp-content/uploads/2021/07/111-140.jpg,https://game.wgame80.com/web_game/roms/fc/迷宫组曲.nes,迷宫组曲,fc
1000210,绿野仙踪,,https://wgame80.com/wp-content/uploads/2021/07/111-139.jpg,https://game.wgame80.com/web_game/roms/fc/绿野仙踪.nes,绿野仙踪,fc
1000211,龙之战争(神龙大战),,https://wgame80.com/wp-content/uploads/2021/07/111-138.jpg,https://game.wgame80.com/web_game/roms/fc/龙之战争(神龙大战).nes,龙之战争(神龙大战),fc
1000212,快乐机器人格斗,,https://wgame80.com/wp-content/uploads/2021/07/111-137.jpg,https://game.wgame80.com/web_game/roms/fc/快乐机器人格斗.nes,快乐机器人格斗,fc
1000213,孔雀王2,,https://wgame80.com/wp-content/uploads/2021/07/111-136.jpg,https://game.wgame80.com/web_game/roms/fc/孔雀王2.nes,孔雀王2,fc
1000214,孔雀王,,https://wgame80.com/wp-content/uploads/2021/07/111-135.jpg,https://game.wgame80.com/web_game/roms/fc/孔雀王.nes,孔雀王,fc
1000215,救火英雄,,https://wgame80.com/wp-content/uploads/2021/07/111-134.jpg,https://game.wgame80.com/web_game/roms/fc/救火英雄.nes,救火英雄,fc
1000216,究极虎,,https://wgame80.com/wp-content/uploads/2021/07/111-133.jpg,https://game.wgame80.com/web_game/roms/fc/究极虎.nes,究极虎,fc
1000217,甲A风云,,https://wgame80.com/wp-content/uploads/2021/07/111-132.jpg,https://game.wgame80.com/web_game/roms/fc/甲A风云.nes,甲A风云,fc
1000218,基督山恩仇记,,https://wgame80.com/wp-content/uploads/2021/07/111-131.jpg,https://game.wgame80.com/web_game/roms/fc/基督山恩仇记.nes,基督山恩仇记,fc
1000219,机械战警2,,https://wgame80.com/wp-content/uploads/2021/07/111-130.jpg,https://game.wgame80.com/web_game/roms/fc/机械战警2.nes,机械战警2,fc
1000220,机械战警,,https://wgame80.com/wp-content/uploads/2021/07/111-129.jpg,https://game.wgame80.com/web_game/roms/fc/机械战警.nes,机械战警,fc
1000221,红巾特攻队,,https://wgame80.com/wp-content/uploads/2021/07/111-127.jpg,https://game.wgame80.com/web_game/roms/fc/红巾特攻队.nes,红巾特攻队,fc
1000222,合金装备2,,https://wgame80.com/wp-content/uploads/2021/07/111-126.jpg,https://game.wgame80.com/web_game/roms/fc/合金装备2.nes,合金装备2,fc
1000223,捍卫战士2,,https://wgame80.com/wp-content/uploads/2021/07/111-125.jpg,https://game.wgame80.com/web_game/roms/fc/捍卫战士2.nes,捍卫战士2,fc
1000224,捍卫战士,,https://wgame80.com/wp-content/uploads/2021/07/111-124.jpg,https://game.wgame80.com/web_game/roms/fc/捍卫战士.nes,捍卫战士,fc
1000225,国王骑士,,https://wgame80.com/wp-content/uploads/2021/07/111-123.jpg,https://game.wgame80.com/web_game/roms/fc/国王骑士.nes,国王骑士,fc
1000226,古巴战士(革命英雄),,https://wgame80.com/wp-content/uploads/2021/07/111-122.jpg,https://game.wgame80.com/web_game/roms/fc/古巴战士(革命英雄).nes,古巴战士(革命英雄),fc
1000227,功夫,,https://wgame80.com/wp-content/uploads/2021/07/111-121.jpg,https://game.wgame80.com/web_game/roms/fc/功夫.nes,功夫,fc
1000228,鳄鱼先生,,https://wgame80.com/wp-content/uploads/2021/07/111-120.jpg,https://game.wgame80.com/web_game/roms/fc/鳄鱼先生.nes,鳄鱼先生,fc
1000229,俄罗斯方块,,https://wgame80.com/wp-content/uploads/2021/07/111-119.jpg,https://game.wgame80.com/web_game/roms/fc/俄罗斯方块.nes,俄罗斯方块,fc
1000230,圣斗士星矢,,https://wgame80.com/wp-content/uploads/2021/07/111-118.jpg,https://game.wgame80.com/web_game/roms/fc/圣斗士星矢.nes,圣斗士星矢,fc
1000231,最终幻想2(HP，MP，属性最高),,https://wgame80.com/wp-content/uploads/2021/07/111-117.jpg,https://game.wgame80.com/web_game/roms/fc/最终幻想2(HP，MP，属性最高).nes,最终幻想2(HP，MP，属性最高),fc
1000232,炸弹人之王,,https://wgame80.com/wp-content/uploads/2021/07/111-116.jpg,https://game.wgame80.com/web_game/roms/fc/炸弹人之王.nes,炸弹人之王,fc
1000233,炸弹人2,,https://wgame80.com/wp-content/uploads/2021/07/111-115.jpg,https://game.wgame80.com/web_game/roms/fc/炸弹人2.nes,炸弹人2,fc
1000234,炸弹人,,https://wgame80.com/wp-content/uploads/2021/07/111-114.jpg,https://game.wgame80.com/web_game/roms/fc/炸弹人.nes,炸弹人,fc
1000235,影子传说,,https://wgame80.com/wp-content/uploads/2021/07/111-113.jpg,https://game.wgame80.com/web_game/roms/fc/影子传说.nes,影子传说,fc
1000236,雪人兄弟,,https://wgame80.com/wp-content/uploads/2021/07/111-112.jpg,https://game.wgame80.com/web_game/roms/fc/雪人兄弟.nes,雪人兄弟,fc
1000237,脱狱,,https://wgame80.com/wp-content/uploads/2021/07/111-111.jpg,https://game.wgame80.com/web_game/roms/fc/脱狱.nes,脱狱,fc
1000238,吞食天地2,,https://wgame80.com/wp-content/uploads/2021/07/111-110.jpg,https://game.wgame80.com/web_game/roms/fc/吞食天地2.nes,吞食天地2,fc
1000239,吞食天地,,https://wgame80.com/wp-content/uploads/2021/07/111-109.jpg,https://game.wgame80.com/web_game/roms/fc/吞食天地.nes,吞食天地,fc
1000240,唐老鸭2,,https://wgame80.com/wp-content/uploads/2021/07/111-108.jpg,https://game.wgame80.com/web_game/roms/fc/唐老鸭2.nes,唐老鸭2,fc
1000241,唐老鸭1,,https://wgame80.com/wp-content/uploads/2021/07/111-107.jpg,https://game.wgame80.com/web_game/roms/fc/唐老鸭1.nes,唐老鸭1,fc
1000242,坦克大战,,https://wgame80.com/wp-content/uploads/2021/07/111-106.jpg,https://game.wgame80.com/web_game/roms/fc/坦克大战.nes,坦克大战,fc
1000243,松鼠大战2,,https://wgame80.com/wp-content/uploads/2021/07/111-105.jpg,https://game.wgame80.com/web_game/roms/fc/松鼠大战2.nes,松鼠大战2,fc
1000244,松鼠大战,,https://wgame80.com/wp-content/uploads/2021/07/111-104.jpg,https://game.wgame80.com/web_game/roms/fc/松鼠大战.nes,松鼠大战,fc
1000245,双截龙3,,https://wgame80.com/wp-content/uploads/2021/07/111-103.jpg,https://game.wgame80.com/web_game/roms/fc/双截龙3.nes,双截龙3,fc
1000246,双截龙2,,https://wgame80.com/wp-content/uploads/2021/07/111-102.jpg,https://game.wgame80.com/web_game/roms/fc/双截龙2.nes,双截龙2,fc
1000247,双截龙,,https://wgame80.com/wp-content/uploads/2021/07/111-101.jpg,https://game.wgame80.com/web_game/roms/fc/双截龙.nes,双截龙,fc
1000248,兽王记,,https://wgame80.com/wp-content/uploads/2021/07/111-100.jpg,https://game.wgame80.com/web_game/roms/fc/兽王记.nes,兽王记,fc
1000249,世界方程式大赛车,,https://wgame80.com/wp-content/uploads/2021/07/111-99.jpg,https://game.wgame80.com/web_game/roms/fc/世界方程式大赛车.nes,世界方程式大赛车,fc
1000250,三目童子,,https://wgame80.com/wp-content/uploads/2021/07/111-98.jpg,https://game.wgame80.com/web_game/roms/fc/三目童子.nes,三目童子,fc
1000251,忍者蛙和双截龙,,https://wgame80.com/wp-content/uploads/2021/07/111-97.jpg,https://game.wgame80.com/web_game/roms/fc/忍者蛙和双截龙.nes,忍者蛙和双截龙,fc
1000252,忍者神龟对打,,https://wgame80.com/wp-content/uploads/2021/07/111-96.jpg,https://game.wgame80.com/web_game/roms/fc/忍者神龟对打.nes,忍者神龟对打,fc
1000253,忍者神龟2,,https://wgame80.com/wp-content/uploads/2021/07/111-95.jpg,https://game.wgame80.com/web_game/roms/fc/忍者神龟2.nes,忍者神龟2,fc
1000254,忍者神龟,,https://wgame80.com/wp-content/uploads/2021/07/111-94.jpg,https://game.wgame80.com/web_game/roms/fc/忍者神龟.nes,忍者神龟,fc
1000255,忍者猫,,https://wgame80.com/wp-content/uploads/2021/07/111-93.jpg,https://game.wgame80.com/web_game/roms/fc/忍者猫.nes,忍者猫,fc
1000256,忍者龙剑传2,,https://wgame80.com/wp-content/uploads/2021/07/111-92.jpg,https://game.wgame80.com/web_game/roms/fc/忍者龙剑传2.nes,忍者龙剑传2,fc
1000257,忍者龙剑传3,,https://wgame80.com/wp-content/uploads/2021/07/111-91.jpg,https://game.wgame80.com/web_game/roms/fc/忍者龙剑传3.nes,忍者龙剑传3,fc
1000258,人间兵器,,https://wgame80.com/wp-content/uploads/2021/07/111-90.jpg,https://game.wgame80.com/web_game/roms/fc/人间兵器.nes,人间兵器,fc
1000259,热血足球3,,https://wgame80.com/wp-content/uploads/2021/07/111-89.jpg,https://game.wgame80.com/web_game/roms/fc/热血足球3.nes,热血足球3,fc
1000260,热血足球2,,https://wgame80.com/wp-content/uploads/2021/07/111-88.jpg,https://game.wgame80.com/web_game/roms/fc/热血足球2.nes,热血足球2,fc
1000261,热血足球,,https://wgame80.com/wp-content/uploads/2021/07/111-87.jpg,https://game.wgame80.com/web_game/roms/fc/热血足球.nes,热血足球,fc
1000262,热血硬派,,https://wgame80.com/wp-content/uploads/2021/07/111-86.jpg,https://game.wgame80.com/web_game/roms/fc/热血硬派.nes,热血硬派,fc
1000263,热血新纪录,,https://wgame80.com/wp-content/uploads/2021/07/111-85.jpg,https://game.wgame80.com/web_game/roms/fc/热血新纪录.nes,热血新纪录,fc
1000264,热血物语,,https://wgame80.com/wp-content/uploads/2021/07/111-84.jpg,https://game.wgame80.com/web_game/roms/fc/热血物语.nes,热血物语,fc
1000265,热血篮球,,https://wgame80.com/wp-content/uploads/2021/07/111-83.jpg,https://game.wgame80.com/web_game/roms/fc/热血篮球.nes,热血篮球,fc
1000266,热血进行曲,,https://wgame80.com/wp-content/uploads/2021/07/111-82.jpg,https://game.wgame80.com/web_game/roms/fc/热血进行曲.nes,热血进行曲,fc
1000267,热血格斗,,https://wgame80.com/wp-content/uploads/2021/07/111-81.jpg,https://game.wgame80.com/web_game/roms/fc/热血格斗.nes,热血格斗,fc
1000268,热血躲避球,,https://wgame80.com/wp-content/uploads/2021/07/111-80.jpg,https://game.wgame80.com/web_game/roms/fc/热血躲避球.nes,热血躲避球,fc
1000269,热血道中记,,https://wgame80.com/wp-content/uploads/2021/07/111-79.jpg,https://game.wgame80.com/web_game/roms/fc/热血道中记.nes,热血道中记,fc
1000270,热血冰球,,https://wgame80.com/wp-content/uploads/2021/07/111-78.jpg,https://game.wgame80.com/web_game/roms/fc/热血冰球.nes,热血冰球,fc
1000271,摩托车手,,https://wgame80.com/wp-content/uploads/2021/07/111-77.jpg,https://game.wgame80.com/web_game/roms/fc/摩托车手.nes,摩托车手,fc
1000272,冒险岛4,,https://wgame80.com/wp-content/uploads/2021/07/111-76.jpg,https://game.wgame80.com/web_game/roms/fc/冒险岛4.nes,冒险岛4,fc
1000273,冒险岛3,,https://wgame80.com/wp-content/uploads/2021/07/111-75.jpg,https://game.wgame80.com/web_game/roms/fc/冒险岛3.nes,冒险岛3,fc
1000274,冒险岛2,,https://wgame80.com/wp-content/uploads/2021/07/111-74.jpg,https://game.wgame80.com/web_game/roms/fc/冒险岛2.nes,冒险岛2,fc
1000275,冒险岛,,https://wgame80.com/wp-content/uploads/2021/07/111-73.jpg,https://game.wgame80.com/web_game/roms/fc/冒险岛.nes,冒险岛,fc
1000276,猫和老鼠,,https://wgame80.com/wp-content/uploads/2021/07/111-72.jpg,https://game.wgame80.com/web_game/roms/fc/猫和老鼠.nes,猫和老鼠,fc
1000277,马戏团,,https://wgame80.com/wp-content/uploads/2021/07/111-71.jpg,https://game.wgame80.com/web_game/roms/fc/马戏团.nes,马戏团,fc
1000278,緑色兵团,,https://wgame80.com/wp-content/uploads/2021/07/111-70.jpg,https://game.wgame80.com/web_game/roms/fc/緑色兵团.nes,緑色兵团,fc
1000279,鲁邦三世,,https://wgame80.com/wp-content/uploads/2021/07/111-69.jpg,https://game.wgame80.com/web_game/roms/fc/鲁邦三世.nes,鲁邦三世,fc
1000280,烈火,,https://wgame80.com/wp-content/uploads/2021/07/111-68.jpg,https://game.wgame80.com/web_game/roms/fc/烈火.nes,烈火,fc
1000281,快打旋风中文无敌版,,https://wgame80.com/wp-content/uploads/2021/07/111-67.jpg,https://game.wgame80.com/web_game/roms/fc/快打旋风中文无敌版.nes,快打旋风中文无敌版,fc
1000282,快打旋风,,https://wgame80.com/wp-content/uploads/2021/07/111-66.jpg,https://game.wgame80.com/web_game/roms/fc/快打旋风.nes,快打旋风,fc
1000283,空中魂斗罗,,https://wgame80.com/wp-content/uploads/2021/07/111-65.jpg,https://game.wgame80.com/web_game/roms/fc/空中魂斗罗.nes,空中魂斗罗,fc
