音乐id,音乐名字,艺术家名字,专辑名字,音乐来源,链接ID,封面ID,歌词ID,歌词链接,专辑图片,音乐地址,播放列表
1,冲动的惩罚,刀郎,刀郎专辑,网易云,-1,-1,-1,,https://img2.kuwo.cn/star/albumcover/120/s3s46/45/2654966721.jpg,https://vip.123pan.cn/1819440530/homepage/musics/%E5%86%B2%E5%8A%A8%E7%9A%84%E6%83%A9%E7%BD%9A.mp3,默认
